20110102a,김범준展 / KIMBEONJUN / 金範埈 / mixed media,with nothing,solo exhibition,김범준,무제,현수막 실사출력,140×90cm,2011,https://neolook.com/archives/2011010204a.jpg
20111113j,2011 리트머스 레지던시 프로그램: 결과보고 기획展,듀얼 게임 – 협업을 통한 문화 번역에 대한 연구와 실험,exhibition,박호상 Hosang PARK,Photo exchange relay in Wongok-dong 원곡동 사진 교환 릴레이,Photographs texts,설치 가변크기,2011,https://neolook.com/archives/2011111307j.jpg
20111113j,2011 리트머스 레지던시 프로그램: 결과보고 기획展,듀얼 게임 – 협업을 통한 문화 번역에 대한 연구와 실험,exhibition,정재민 Jaemin JUNG,Dream Way Agency 드림 웨이 에이전시,혼합자재 Long-term public project,가변크기,2011,https://neolook.com/archives/2011111308j.jpg
20111113j,2011 리트머스 레지던시 프로그램: 결과보고 기획展,듀얼 게임 – 협업을 통한 문화 번역에 대한 연구와 실험,exhibition,정재민 Jaemin JUNG,Dream Way Agency 드림 웨이 에이전시,혼합재료 Long-term public project,가변크기,2011,https://neolook.com/archives/2011111309j.jpg
20111114a,백현진展 / BEKHYUNJIN / 白鉉眞 / painting,13점+보너스 THIRTEEN PIECES+bonus,solo exhibition,백현진,프래틀 prattle,캔버스에 유채,130×130cm,2011,https://neolook.com/archives/2011111401a.jpg
20111114a,백현진展 / BEKHYUNJIN / 白鉉眞 / painting,13점+보너스 THIRTEEN PIECES+bonus,solo exhibition,백현진,수련자 water lillies people,캔버스에 유채 혼합재료,200×10000cm,2010~2011,https://neolook.com/archives/2011111403a.jpg
20111114a,백현진展 / BEKHYUNJIN / 白鉉眞 / painting,13점+보너스 THIRTEEN PIECES+bonus,solo exhibition,백현진,뭉게구름 cumulus,캔버스에 유채,200×200cm,2010~11,https://neolook.com/archives/2011111405a.jpg
20111114a,백현진展 / BEKHYUNJIN / 白鉉眞 / painting,13점+보너스 THIRTEEN PIECES+bonus,solo exhibition,백현진,-량 quantity,캔버스에 유채,130×130cm,2011,https://neolook.com/archives/2011111406a.jpg
20111114a,백현진展 / BEKHYUNJIN / 白鉉眞 / painting,13점+보너스 THIRTEEN PIECES+bonus,solo exhibition,백현진,별똥별 meteor,캔버스에 유채,200×200cm,2010~11,https://neolook.com/archives/2011111407a.jpg
20111114b,정소연展 / JEONGSOYOUN / 鄭素姸 / painting,The Hallmark Project,solo exhibition,정소연,Hallmark Project - Family 1,캔버스에 유채,100×100cm,2010,https://neolook.com/archives/2011111401b.jpg
20111114b,정소연展 / JEONGSOYOUN / 鄭素姸 / painting,The Hallmark Project,solo exhibition,정소연,Hallmark Project – Encourage,캔버스에 유채,120×120cm,2011,https://neolook.com/archives/2011111402b.jpg
20111114b,정소연展 / JEONGSOYOUN / 鄭素姸 / painting,The Hallmark Project,solo exhibition,정소연,Hallmark Project - Wife 2,캔버스에 유채,100×100cm,2011,https://neolook.com/archives/2011111403b.jpg
20111114b,정소연展 / JEONGSOYOUN / 鄭素姸 / painting,The Hallmark Project,solo exhibition,정소연,Hallmark Project - Heart,캔버스에 유채,120×120cm,2010,https://neolook.com/archives/2011111404b.jpg
20111114b,정소연展 / JEONGSOYOUN / 鄭素姸 / painting,The Hallmark Project,solo exhibition,정소연,Hallmark Project - Wedding,캔버스에 유채 아크릴채색,122×183cm,2010,https://neolook.com/archives/2011111405b.jpg
20111114b,정소연展 / JEONGSOYOUN / 鄭素姸 / painting,The Hallmark Project,solo exhibition,정소연,Hallmark Project - Congratulations 1,캔버스에 유채,116.8×91cm,2011,https://neolook.com/archives/2011111406b.jpg
20111114b,정소연展 / JEONGSOYOUN / 鄭素姸 / painting,The Hallmark Project,solo exhibition,정소연,Hallmark Project – Sky 3,캔버스에 유채,100×54cm,2011,https://neolook.com/archives/2011111407b.jpg
20111114c,국립현대미술관 창작스튜디오 2011 하반기,CLOSER & CLOSING,other,친모이 파텔,You should have put a big shiny poster up,HD 비디오,00:03:43,2011,https://neolook.com/archives/2011111402c.jpg
20111114c,국립현대미술관 창작스튜디오 2011 하반기,CLOSER & CLOSING,other,자일스 라이더,Light Pavillion [part2],혼합재료,가변크기,2011,https://neolook.com/archives/2011111403c.jpg
20111114c,국립현대미술관 창작스튜디오 2011 하반기,CLOSER & CLOSING,other,펄라쉬 바타차지,Whistle...,비디오,00:09:00,2011 ,https://neolook.com/archives/2011111404c.jpg
20111114c,국립현대미술관 창작스튜디오 2011 하반기,CLOSER & CLOSING,other,팸 후이 통,A Scarify,캔버스에 유채,140x160cm,2011,https://neolook.com/archives/2011111405c.jpg
20111114c,국립현대미술관 창작스튜디오 2011 하반기,CLOSER & CLOSING,other,안드레아스 징걸렛,Samalu,비디오,00:02:38,2011,https://neolook.com/archives/2011111406c.jpg
20111114c,국립현대미술관 창작스튜디오 2011 하반기,CLOSER & CLOSING,other,케이트 테사 리,A Voice is a Void is a Voice,비디오 퍼포먼서,00:04:00,2011 ,https://neolook.com/archives/2011111407c.jpg
20111114d,이원호展 / LEEWONHO / 李杬浩 / video.installation,The White Field,solo exhibition,이원호,The white field III,사진 비디오,설치,2011,https://neolook.com/archives/2011111403d.jpg
20111114d,이원호展 / LEEWONHO / 李杬浩 / video.installation,The White Field,solo exhibition,이원호,The white field I -Tennis court,사진 비디오,설치,2011,https://neolook.com/archives/2011111405d.jpg
20111114d,이원호展 / LEEWONHO / 李杬浩 / video.installation,The White Field,solo exhibition,이원호,white field I,스틸이미지 비디오,00:23:00,2011,https://neolook.com/archives/2011111406d.jpg
20111114e,박대용_장우석展,2011 START,exhibition,박대용,봄처녀 들노래,장지 먹 분채,61×72cm,2011,https://neolook.com/archives/2011111402e.jpg
20111114e,박대용_장우석展,2011 START,exhibition,박대용,저기요 은행 털러가요,장지 먹 분채,52×73cm,2011,https://neolook.com/archives/2011111403e.jpg
20111114e,박대용_장우석展,2011 START,exhibition,박대용,동백핀 봄날,장지 먹 분채,53×93cm,2011,https://neolook.com/archives/2011111404e.jpg
20111114e,박대용_장우석展,2011 START,exhibition,박대용,봄바람,장지 먹 분채,53×93cm,2011,https://neolook.com/archives/2011111405e.jpg
20111114e,박대용_장우석展,2011 START,exhibition,장우석,Steal cut - 숫컷 상실,장지에 채색,100×100cm,2011,https://neolook.com/archives/2011111406e.jpg
20111114e,박대용_장우석展,2011 START,exhibition,장우석,Steal cut - 숫컷 상실,장지에 채색,100×100cm,2011,https://neolook.com/archives/2011111407e.jpg
20111114e,박대용_장우석展,2011 START,exhibition,장우석,Steal cut - 숫컷 상실,장지에 채색,100×100cm,2011,https://neolook.com/archives/2011111408e.jpg
20111114e,박대용_장우석展,2011 START,exhibition,장우석,Steal cut - 숫컷 상실,장지에 채색,90.9×72.7cm,2011,https://neolook.com/archives/2011111409e.jpg
20111114e,박대용_장우석展,2011 START,exhibition,장우석,Steal cut - 숫컷 상실,장지에 채색,72.7×90.9cm,2011,https://neolook.com/archives/2011111410e.jpg
20111114f,2011_1113 ▶ 2011_1130,성혜경展 / SUNGHYEKYUNG / 成慧慶 / painting,other,성혜경,Apprehensive,캔버스에 유채,116.8×80.3cm,2011,https://neolook.com/archives/2011111401f.jpg
20111114f,2011_1113 ▶ 2011_1130,성혜경展 / SUNGHYEKYUNG / 成慧慶 / painting,other,성혜경,보이지 않는 불안과 마주하다,캔버스에 유채,60.6×90.9cm,2010,https://neolook.com/archives/2011111402f.jpg
20111114f,2011_1113 ▶ 2011_1130,성혜경展 / SUNGHYEKYUNG / 成慧慶 / painting,other,성혜경,Apprehensive,캔버스에 아크릴채색,61×61cm,2011,https://neolook.com/archives/2011111403f.jpg
20111114f,2011_1113 ▶ 2011_1130,성혜경展 / SUNGHYEKYUNG / 成慧慶 / painting,other,성혜경,Apprehensive,캔버스에 유채,60.6×90.9cm,2011,https://neolook.com/archives/2011111404f.jpg
20111114f,2011_1113 ▶ 2011_1130,성혜경展 / SUNGHYEKYUNG / 成慧慶 / painting,other,성혜경,보이지 않는 불안과 마주하다,캔버스에 유채,40×130cm,2010,https://neolook.com/archives/2011111405f.jpg
20111114f,2011_1113 ▶ 2011_1130,성혜경展 / SUNGHYEKYUNG / 成慧慶 / painting,other,성혜경,Apprehensive ,캔버스에 유채,35.5×89.7cm,2011,https://neolook.com/archives/2011111406f.jpg
20111114g,이앙展 / YIANG / 李仰 / painting,감맹자 感盲者,solo exhibition,이앙,감맹자,캔버스에 아크릴채색,80×80cm,2011,https://neolook.com/archives/2011111401g.jpg
20111114h,오화진展 / OHHWAJIN / 吳和珍 / sculpture.drawing,짝짓기 프로젝트 The Mating Project 2011,solo exhibition,오화진,훌라후프 맨,훌라후프 모직 솜 등,135×94×108cm,2011,https://neolook.com/archives/2011111402h.jpg
20111114h,오화진展 / OHHWAJIN / 吳和珍 / sculpture.drawing,짝짓기 프로젝트 The Mating Project 2011,solo exhibition,오화진,간 빼주기,훌라후프 모직 솜 등,117×17×83cm,2011,https://neolook.com/archives/2011111403h.jpg
20111114h,오화진展 / OHHWAJIN / 吳和珍 / sculpture.drawing,짝짓기 프로젝트 The Mating Project 2011,solo exhibition,오화진,털끝하나(♂),구두 모직 솜 등,36×10×27cm,2011,https://neolook.com/archives/2011111404h.jpg
20111114h,오화진展 / OHHWAJIN / 吳和珍 / sculpture.drawing,짝짓기 프로젝트 The Mating Project 2011,solo exhibition,오화진,털끝하나(♀),구두 모직 솜 등,22×10×25cm,2011,https://neolook.com/archives/2011111405h.jpg
20111114i,변연미展 / BYUNYOUNMI / 卞蓮美 / painting,검은 숲,solo exhibition,변연미,Foret noire,Technique mixte sur toile,240×300cm,2011,https://neolook.com/archives/2011111401i.jpg
20111114i,변연미展 / BYUNYOUNMI / 卞蓮美 / painting,검은 숲,solo exhibition,변연미,Foret noire,Technique mixte sur toile,200×300cm,2011,https://neolook.com/archives/2011111402i.jpg
20111114i,변연미展 / BYUNYOUNMI / 卞蓮美 / painting,검은 숲,solo exhibition,변연미,Foret noire,Technique mixte sur toile,200×300cm,2011,https://neolook.com/archives/2011111403i.jpg
20111114i,변연미展 / BYUNYOUNMI / 卞蓮美 / painting,검은 숲,solo exhibition,변연미,Foret noire,Technique mixte sur toile,200×250cm,2011,https://neolook.com/archives/2011111404i.jpg
20111114i,변연미展 / BYUNYOUNMI / 卞蓮美 / painting,검은 숲,solo exhibition,변연미,Foret noire,Technique mixte sur toile,250×200cm,2011,https://neolook.com/archives/2011111405i.jpg
20111114i,변연미展 / BYUNYOUNMI / 卞蓮美 / painting,검은 숲,solo exhibition,변연미,Foret noire,Technique mixte sur toile,150×205cm,2011,https://neolook.com/archives/2011111406i.jpg
20111114i,변연미展 / BYUNYOUNMI / 卞蓮美 / painting,검은 숲,solo exhibition,변연미,Foret noire,Technique mixte sur toile,130×162cm,2010,https://neolook.com/archives/2011111407i.jpg
20111114j,강선미_김온_김희정 책展,북메이킹 스튜디오 프로그램 1기 선정작가,exhibition,김온,215분 44초간의 / 친밀한 시간 / 지금 여기 여기 다른 곳에,책,20×14cm,2011,https://neolook.com/archives/2011111402j.jpg
20111114j,강선미_김온_김희정 책展,북메이킹 스튜디오 프로그램 1기 선정작가,exhibition,김희정,1년 개살구 작업실,책,25×23cm,2011,https://neolook.com/archives/2011111403j.jpg
20111114j,강선미_김온_김희정 책展,북메이킹 스튜디오 프로그램 1기 선정작가,exhibition,강선미,SPACE-ship,책,28×39cm,2011,https://neolook.com/archives/2011111404j.jpg
20111114j,강선미_김온_김희정 책展,북메이킹 스튜디오 프로그램 1기 선정작가,exhibition,김희정,1년 개살구 작업실,책,25×23cm,2011,https://neolook.com/archives/2011111405j.jpg
20111114j,강선미_김온_김희정 책展,북메이킹 스튜디오 프로그램 1기 선정작가,exhibition,김온,215분 44초간의 / 친밀한 시간 / 지금 여기 / 여기 다른 곳에,책,20×14cm,2011,https://neolook.com/archives/2011111406j.jpg
20111114j,강선미_김온_김희정 책展,북메이킹 스튜디오 프로그램 1기 선정작가,exhibition,강선미,SPACE-ship,책,28×39cm,2011,https://neolook.com/archives/2011111407j.jpg
20111114k,2011_1114 ▶ 2011_1126 ,Body & Bodyscapes,other,김영란,Metaphor,혼합재료,87×87cm,2008,https://neolook.com/archives/2011111401k.jpg
20111114k,2011_1114 ▶ 2011_1126 ,Body & Bodyscapes,other,이단,Post human#4,디지털 C프린트,165×100cm,2011,https://neolook.com/archives/2011111402k.jpg
20111114k,2011_1114 ▶ 2011_1126 ,Body & Bodyscapes,other,이준성,blue venus,디지털 C프린트,80×65cm,2011,https://neolook.com/archives/2011111403k.jpg
20111114k,2011_1114 ▶ 2011_1126 ,Body & Bodyscapes,other,윤아미,At night 001,디지털 C프린트,130×170cm,2011,https://neolook.com/archives/2011111404k.jpg
20111114k,2011_1114 ▶ 2011_1126 ,Body & Bodyscapes,other,이지은,소심한 외침 12,피그먼트 프린트,80×100cm,2010,https://neolook.com/archives/2011111405k.jpg
20111114k,2011_1114 ▶ 2011_1126 ,Body & Bodyscapes,other,박찬성,바다6-1,디지털 C프린트,100×100cm,2011,https://neolook.com/archives/2011111406k.jpg
20111114k,2011_1114 ▶ 2011_1126 ,Body & Bodyscapes,other,장숙,The back view of an old#1,피그먼트 프린트,78×78cm,2011,https://neolook.com/archives/2011111407k.jpg
20111114k,2011_1114 ▶ 2011_1126 ,Body & Bodyscapes,other,정소영,Untitled 01,Pigment print from hand-colored litho film,45×30cm,2011,https://neolook.com/archives/2011111408k.jpg
20111114k,2011_1114 ▶ 2011_1126 ,Body & Bodyscapes,other,임안나,밤11시49분이다#1,크로메제틱 컬러 프린트,80×80cm,2004,https://neolook.com/archives/2011111409k.jpg
20111115c,서지희_이윤정_조영실_차유미展,lesson 2. 두 얼굴의 여자,exhibition,서지희,꿈의 진화 Ⅰ,견 장지에 채색 LED,60×60×5cm,2011,https://neolook.com/archives/2011111501c.jpg
20111115c,서지희_이윤정_조영실_차유미展,lesson 2. 두 얼굴의 여자,exhibition,서지희,꿈의 진화 Ⅲ,견 장지에 채색 LED,60×60×5cm,2011,https://neolook.com/archives/2011111502c.jpg
20111115c,서지희_이윤정_조영실_차유미展,lesson 2. 두 얼굴의 여자,exhibition,이윤정,Secret,장지에 채색,63×46cm,2011,https://neolook.com/archives/2011111503c.jpg
20111115c,서지희_이윤정_조영실_차유미展,lesson 2. 두 얼굴의 여자,exhibition,이윤정,Key,장지에 채색,63×46cm,2011,https://neolook.com/archives/2011111504c.jpg
20111115c,서지희_이윤정_조영실_차유미展,lesson 2. 두 얼굴의 여자,exhibition,조영실,if only,감금지에 채색,33×55cm,2011,https://neolook.com/archives/2011111505c.jpg
20111115c,서지희_이윤정_조영실_차유미展,lesson 2. 두 얼굴의 여자,exhibition,조영실,hide and seek,감금지에 채색,41×53×2cm,2011,https://neolook.com/archives/2011111506c.jpg
20111115c,서지희_이윤정_조영실_차유미展,lesson 2. 두 얼굴의 여자,exhibition,차유미,수다,한지에 채색,55×75cm,2011,https://neolook.com/archives/2011111507c.jpg
20111115c,서지희_이윤정_조영실_차유미展,lesson 2. 두 얼굴의 여자,exhibition,차유미,수다,한지에 채색,55×75cm,2011,https://neolook.com/archives/2011111508c.jpg
20111115d,남성희展 / NAMSUNGHEE / 南晟熙 / painting,그 곳에 머물다,solo exhibition,남성희,그 향기에 취하다,장지 토분 수묵채색,110×130cm,2011,https://neolook.com/archives/2011111501d.jpg
20111115d,남성희展 / NAMSUNGHEE / 南晟熙 / painting,그 곳에 머물다,solo exhibition,남성희,봄나들이,장지 토분 수묵채색,145×112cm,2011,https://neolook.com/archives/2011111502d.jpg
20111115d,남성희展 / NAMSUNGHEE / 南晟熙 / painting,그 곳에 머물다,solo exhibition,남성희,마음이 머무는 곳,장지 토분 수묵채색,93×97cm,2011,https://neolook.com/archives/2011111503d.jpg
20111115d,남성희展 / NAMSUNGHEE / 南晟熙 / painting,그 곳에 머물다,solo exhibition,남성희,봄의 향연,장지 토분 수묵채색,27×72cm,2011,https://neolook.com/archives/2011111504d.jpg
20111115d,남성희展 / NAMSUNGHEE / 南晟熙 / painting,그 곳에 머물다,solo exhibition,남성희,꽃비에 젖다,장지 토분 수묵채색,53×68cm,2011,https://neolook.com/archives/2011111505d.jpg
20111115d,남성희展 / NAMSUNGHEE / 南晟熙 / painting,그 곳에 머물다,solo exhibition,남성희,봄나들이,장지 토분 수묵채색,134×71cm,2011,https://neolook.com/archives/2011111506d.jpg
20111115d,남성희展 / NAMSUNGHEE / 南晟熙 / painting,그 곳에 머물다,solo exhibition,남성희,마음이 머무는 곳,장지 토분 수묵채색,80×100cm,2011,https://neolook.com/archives/2011111507d.jpg
20111115e,2011_1115 ▶ 2011_1121,한남대학교 졸업작품電,other,고주영,곽경원,김은실,박구근,유동우,https://neolook.com/archives/2011111502e.jpg
20111115e,2011_1115 ▶ 2011_1121,한남대학교 졸업작품電,other,이미애,이보은,이종희,전성연,장미경,https://neolook.com/archives/2011111503e.jpg
20111115e,2011_1115 ▶ 2011_1121,한남대학교 졸업작품電,other,임미나,정세리,한혜림,최기림,최자윤,https://neolook.com/archives/2011111504e.jpg
20111115f,2011_1109 ▶ 2011_1115,S. Festival,other,배진희,Watch Secretly,유리,300×230cm,2011,https://neolook.com/archives/2011111501f.jpg
20111115f,2011_1109 ▶ 2011_1115,S. Festival,other,이규희,감자 2011-01,캔버스에 유채 아크릴채색,60×60cm,2011,https://neolook.com/archives/2011111502f.jpg
20111115f,2011_1109 ▶ 2011_1115,S. Festival,other,고동현,Chaos - animalⅠ,혼합재료,162.2×130.3cm,2011,https://neolook.com/archives/2011111503f.jpg
20111115f,2011_1109 ▶ 2011_1115,S. Festival,other,이숙영,어디로 가는가,실크사 면사,30×70cm,2010,https://neolook.com/archives/2011111504f.jpg
20111115f,2011_1109 ▶ 2011_1115,S. Festival,other,이지연,풀과 꽃 Grass and Flowers,한지에 수묵,93×158cm,2011,https://neolook.com/archives/2011111506f.jpg
20111115f,2011_1109 ▶ 2011_1115,S. Festival,other,안성훈,모두가 TV스타,혼합재료,A4,2010,https://neolook.com/archives/2011111508f.jpg
20111115f,2011_1109 ▶ 2011_1115,S. Festival,other,서진아,흐름,정은 고무줄 비즈 실리콘 펠트,45×3×2.25cm,2011,https://neolook.com/archives/2011111509f.jpg
20111115f,2011_1109 ▶ 2011_1115,S. Festival,other,이남경,무제,정은 lambskin enameling cubic zirconia,6.7×12.5×2cm 3×10.5×1cm,2011,https://neolook.com/archives/2011111510f.jpg
20111115f,2011_1109 ▶ 2011_1115,S. Festival,other,곽은영,Dream panorama,거울 필름,6×6cm,2011,https://neolook.com/archives/2011111511f.jpg
20111115f,2011_1109 ▶ 2011_1115,S. Festival,other,이규림,Objet,러시아적송 합성수지 아크릴채색,180×90×90cm,2011,https://neolook.com/archives/2011111512f.jpg
20111115j,노동식展 / ROHDONGSHIK / 盧東湜 / installation,구름을 가르다,solo exhibition,노동식,구름을 가르다,합성수지 아크릴채색,가변크기,2011,https://neolook.com/archives/2011111501j.jpg
20111115k,백유경展 / BAIKYOOKYEUNG / 白侑庚 / painting,상흔 傷痕,solo exhibition,백유경,제 때 처리되지 못하고 남겨진 시선,캔버스에 유채,91×72.7cm,2011,https://neolook.com/archives/2011111501k.jpg
20111115k,백유경展 / BAIKYOOKYEUNG / 白侑庚 / painting,상흔 傷痕,solo exhibition,백유경,귀울음으로 인해 텅 비어버린 곳,캔버스에 유채,116.7×91cm,2011,https://neolook.com/archives/2011111502k.jpg
20111115k,백유경展 / BAIKYOOKYEUNG / 白侑庚 / painting,상흔 傷痕,solo exhibition,백유경,잘못 전달될게 뻔한 이미 떠난 마음,캔버스에 유채,116.7×91cm,2011,https://neolook.com/archives/2011111503k.jpg
20111115k,백유경展 / BAIKYOOKYEUNG / 白侑庚 / painting,상흔 傷痕,solo exhibition,백유경,교묘한 욼음,캔버스에 유채,145.5×112cm,2010,https://neolook.com/archives/2011111504k.jpg
20111115k,백유경展 / BAIKYOOKYEUNG / 白侑庚 / painting,상흔 傷痕,solo exhibition,백유경,소화되지 못할 시큼털털한 것들,캔버스에 유채,162×130.3cm,2011,https://neolook.com/archives/2011111505k.jpg
20111115k,백유경展 / BAIKYOOKYEUNG / 白侑庚 / painting,상흔 傷痕,solo exhibition,백유경,끝없이 빨아들이기만 하는 녀석,캔버스에 유채,162×130.3cm,2011,https://neolook.com/archives/2011111506k.jpg
20111115k,백유경展 / BAIKYOOKYEUNG / 白侑庚 / painting,상흔 傷痕,solo exhibition,백유경,오해의 소지가 다분한 들떠버린 노랑마음,캔버스에 유채,162×130.3cm,2011,https://neolook.com/archives/2011111507k.jpg
20111116c,2011_1116 ▶ 2011_1121,박노신展 / PARKROSIN / 朴魯信 / painting,other,박노신,untitled,캔버스에 유채,130×162cm,2011,https://neolook.com/archives/2011111601c.jpg
20111116c,2011_1116 ▶ 2011_1121,박노신展 / PARKROSIN / 朴魯信 / painting,other,박노신,untitled,캔버스에 유채,130×162cm,2011,https://neolook.com/archives/2011111602c.jpg
20111116c,2011_1116 ▶ 2011_1121,박노신展 / PARKROSIN / 朴魯信 / painting,other,박노신,무제,종이에 아크릴채색,78×56cm,2011,https://neolook.com/archives/2011111603c.jpg
20111116c,2011_1116 ▶ 2011_1121,박노신展 / PARKROSIN / 朴魯信 / painting,other,박노신,무제,종이에 아크릴채색,78×56cm,2011,https://neolook.com/archives/2011111604c.jpg
20111116c,2011_1116 ▶ 2011_1121,박노신展 / PARKROSIN / 朴魯信 / painting,other,박노신,무제,종이에 아크릴채색,78×56cm,2011,https://neolook.com/archives/2011111605c.jpg
20111116c,2011_1116 ▶ 2011_1121,박노신展 / PARKROSIN / 朴魯信 / painting,other,박노신,무제,종이에 아크릴채색,78×56cm,2011,https://neolook.com/archives/2011111606c.jpg
20111116c,2011_1116 ▶ 2011_1121,박노신展 / PARKROSIN / 朴魯信 / painting,other,박노신,무제,종이에 유채,91×116cm,2010,https://neolook.com/archives/2011111607c.jpg
20111116e,애니발 카탈란_천대광展,Can Cross Culture project 2011 READING THE SPACE,exhibition,애니발 카탈란,Hiper-Proun,Wall paper-vinyl mural 3 pieces of,각 150×240cm,2011,https://neolook.com/archives/2011111602e.jpg
20111116e,애니발 카탈란_천대광展,Can Cross Culture project 2011 READING THE SPACE,exhibition,애니발 카탈란,Morpho zone series,캔버스에 아크릴채색,80×120cm,2011,https://neolook.com/archives/2011111603e.jpg
20111116e,애니발 카탈란_천대광展,Can Cross Culture project 2011 READING THE SPACE,exhibition,애니발 카탈란,Babel,스틸 석탄 와이어 유리 거울 비디오 모니터 설치,가변크기,2010~11,https://neolook.com/archives/2011111604e.jpg
20111116e,애니발 카탈란_천대광展,Can Cross Culture project 2011 READING THE SPACE,exhibition,천대광,Architure Skulpture,나무 설치,360×1000×300cm,2011,https://neolook.com/archives/2011111605e.jpg
20111116e,애니발 카탈란_천대광展,Can Cross Culture project 2011 READING THE SPACE,exhibition,천대광,Architure Skulpture,나무 설치,360×1000×300cm,2011,https://neolook.com/archives/2011111606e.jpg
20111116e,애니발 카탈란_천대광展,Can Cross Culture project 2011 READING THE SPACE,exhibition,천대광,Architure Skulpture,나무 설치,360×1000×300cm,2011,https://neolook.com/archives/2011111607e.jpg
20111116f,정진갑展 / JEONGJINGAB / 鄭珍甲 / sculpture,Defensive Pessimist,solo exhibition,정진갑,몽상1,합성수지 연필 아크릴채색,58×31×20cm,2011,https://neolook.com/archives/2011111602f.jpg
20111116f,정진갑展 / JEONGJINGAB / 鄭珍甲 / sculpture,Defensive Pessimist,solo exhibition,정진갑,꼬마 반항하다,합성수지,60×15×13cm,2011,https://neolook.com/archives/2011111603f.jpg
20111116f,정진갑展 / JEONGJINGAB / 鄭珍甲 / sculpture,Defensive Pessimist,solo exhibition,정진갑,후회,합성수지,60×17×15cm,2011,https://neolook.com/archives/2011111604f.jpg
20111116f,정진갑展 / JEONGJINGAB / 鄭珍甲 / sculpture,Defensive Pessimist,solo exhibition,정진갑,몽상2,합성수지 연필,22×15×20cm,2010,https://neolook.com/archives/2011111605f.jpg
20111116f,정진갑展 / JEONGJINGAB / 鄭珍甲 / sculpture,Defensive Pessimist,solo exhibition,정진갑,untitled,합성수지 펜,62×10×20cm,2010,https://neolook.com/archives/2011111606f.jpg
20111116g,국립현대미술관 창작스튜디오 2011,옮겨내기 Translated,other,무하메드 엘 무리드 Mohammed El Mourid,I like Buddha,시멘트 나뭇가지,가변크기,2011,https://neolook.com/archives/2011111604g.jpg
20111116g,국립현대미술관 창작스튜디오 2011,옮겨내기 Translated,other,이재형,생태학적 매트릭스,스폰지 스텐레스 LED,350×200×100cm,2011,https://neolook.com/archives/2011111606g.jpg
20111116g,국립현대미술관 창작스튜디오 2011,옮겨내기 Translated,other,홍기원,무제,혼합재료,180×180×45cm,2011,https://neolook.com/archives/2011111607g.jpg
20111116h,선호준展 / SUNHOJOON / 宣鎬準 / painting,Make It Count,solo exhibition,선호준,w2w11-#1,장지에 혼합재료,162×130cm,2011,https://neolook.com/archives/2011111601h.jpg
20111116i,2011_1114 ▶ 2011_1116,Re:play ,other,이재형,BENDINGMATRIX,LED 합성수지,100×60×80cm 설치,2010,https://neolook.com/archives/2011111602i.jpg
20111116i,2011_1114 ▶ 2011_1116,Re:play ,other,박진훈,Docent,디지털 사진,105×84cm 105×84cm 설치,2011,https://neolook.com/archives/2011111604i.jpg
20111116i,2011_1114 ▶ 2011_1116,Re:play ,other,심상미,Quelle belle Heures 어떤 희한한 시간들,사운드 설치,920×1829×300mm,2011,https://neolook.com/archives/2011111605i.jpg
20111116i,2011_1114 ▶ 2011_1116,Re:play ,other,김태원 임수연 권현경,THEROCHARE,In Quest of Utipia,Installation Game,2011,https://neolook.com/archives/2011111608i.jpg
20111116k,조해영展 / CHOHAEYOUNG / 趙海瑛 / painting,여러 겹으로,solo exhibition,조해영,Green,캔버스에 유채,112×162cm,2011 ,https://neolook.com/archives/2011111601k.jpg
20111116k,조해영展 / CHOHAEYOUNG / 趙海瑛 / painting,여러 겹으로,solo exhibition,조해영,Green,캔버스에 유채,130.3×130.3cm,2010,https://neolook.com/archives/2011111602k.jpg
20111116k,조해영展 / CHOHAEYOUNG / 趙海瑛 / painting,여러 겹으로,solo exhibition,조해영,ivory-yellow,캔버스에 유채,97×145.5cm,2011,https://neolook.com/archives/2011111603k.jpg
20111116k,조해영展 / CHOHAEYOUNG / 趙海瑛 / painting,여러 겹으로,solo exhibition,조해영,plant,캔버스에 유채,30×130cm,2008,https://neolook.com/archives/2011111604k.jpg
20111116k,조해영展 / CHOHAEYOUNG / 趙海瑛 / painting,여러 겹으로,solo exhibition,조해영,purple plant-Mont Carlo,캔버스에 유채,162×130.3cm,2011,https://neolook.com/archives/2011111605k.jpg
20111116k,조해영展 / CHOHAEYOUNG / 趙海瑛 / painting,여러 겹으로,solo exhibition,조해영,red shape-3,캔버스에 유채,41×53cm,2011,https://neolook.com/archives/2011111606k.jpg
20111116k,조해영展 / CHOHAEYOUNG / 趙海瑛 / painting,여러 겹으로,solo exhibition,조해영,rose gray,캔버스에 유채,162.2×130.3cm,2009,https://neolook.com/archives/2011111607k.jpg
20111116l,장현주展 / CHANGHYUNJOO / 蔣賢珠 / painting,Practical Fantasy,solo exhibition,장현주,Practical Paradise,캔버스에 아크릴채색 유채 오일페인팅,180×240cm,2011,https://neolook.com/archives/2011111601l.jpg
20111116l,장현주展 / CHANGHYUNJOO / 蔣賢珠 / painting,Practical Fantasy,solo exhibition,장현주,Practical Paradise,캔버스에 아크릴채색 유채 오일페인팅,180×240cm,2011,https://neolook.com/archives/2011111602l.jpg
20111116l,장현주展 / CHANGHYUNJOO / 蔣賢珠 / painting,Practical Fantasy,solo exhibition,장현주,Open your mind,캔버스에 아크릴채색 과슈 유채 오일파스텔,130×162cm,2011,https://neolook.com/archives/2011111603l.jpg
